file,specID,status,scanID,desc,seq,rec,pic
xx,JP13,invivo,10scan,phase2-maintain3,2,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,3,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,4,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,5,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,6,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,7,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,8,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,9,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,10scan,phase2-maintain3,10,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,1,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,2,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,3,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,4,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,5,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,6,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,7,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,8,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,9,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,10,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,11,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,12,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,13,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase1-injection,14,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,1,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,2,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,3,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,4,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,5,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,6,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,7,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,8,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,9,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,10,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,11,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,12,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,13,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,14scan,phase3-injection,14,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP13,invivo,1prescan,h2-spine,,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,1,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,2,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,3,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,4,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,5,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,6,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,7,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,8,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,9,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,dead,10scan,phase3-injection,10,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,1,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,2,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,3,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,4,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,5,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,6,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,7,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,8,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,9,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,10scan,phase2-maintain2,10,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,1,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,2,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,3,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,4,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,5,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,6,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,7,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,8,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,9,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,10,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,11,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,12,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,13,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,14scan,phase1-injection,14,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,1prescan,h2-spine,,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,1,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,2,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,3,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,4,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,5,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,6,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,7,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,8,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,9,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,10,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,11,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,12,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,13,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,14,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,15,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,16,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,17,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,18,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,19,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,20,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,21,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,22,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,23,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,24,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,25,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,26,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,27,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,28,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,29,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,30,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,31,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,32,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,33,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,34,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,35,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,36,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,37,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,38,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,39,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,40,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,41,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,42,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,43,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,44,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,45,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,46,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,47,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,48,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,49,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
xx,JP14,invivo,55scan,phase2-maintain,50,rec00749,"<a href=""CA-dilution-1scan-afterJP15standing_rec00749.jpg"" target=""_blank""> <img src='CA-dilution-1scan-afterJP15standing_rec00749.jpg' height='70'></a>"
